ID	技能名字	技能描述	CD时间	技能片特效	技能片缩放比例	技能范围	技能基准点	阵营选择	半径	角度	高度	宽度	身后距离	值条件(条件)	百分比条件(条件)	几率(条件)	值(条件)	百分比(条件)	延迟时间	间隔时间	总时间	效果选择	作用属性	效果状态	百分比	基础伤害	基础秒数	技能伤害类型	延时类型	效果描述	技能声效	参数1	参数2	参数3	参数4	空行
313079	황•기문둔갑	적군 전체의 공격과 마법을 70% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.7	0	13	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
300080	호무매혹	모든 적군 무장에게 3회의 낙뢰 공격을 가하며， 매 공격시 35%의 마법 피해를 입힙니다.	18	Ani_dian		40	2	2	0	0	0	0	0	0	0	1	0	0	1	60	180	6	0	0	0.35	0	7	2			sound/skilleffect/lei/lei1.wav					
301080	귀•호무매혹	모든 적군 무장에게 3회의 낙뢰 공격을 가하며， 매 공격시 40%의 마법 피해를 입힙니다.	17	Ani_dian		40	2	2	0	0	0	0	0	0	0	1	0	0	1	60	180	6	0	0	0.4	0	9	2			sound/skilleffect/lei/lei1.wav					
302080	성•호무매혹	모든 적군 무장에게 3회의 낙뢰 공격을 가하며， 매 공격시 45%의 마법 피해를 입힙니다.	16	Ani_dian		40	2	2	0	0	0	0	0	0	0	1	0	0	1	60	180	6	0	0	0.45	0	11	2			sound/skilleffect/lei/lei1.wav					
303080	황•호무매혹	모든 적군 무장에게 3회의 낙뢰 공격을 가하며， 매 공격시 50%의 마법 피해를 입힙니다.	15	Ani_dian		40	2	2	0	0	0	0	0	0	0	1	0	0	1	60	180	6	0	0	0.5	0	13	2			sound/skilleffect/lei/lei1.wav					
200081	기린토주	적군 전체에게 80%의 기본 피해를 입힙니다.	18	Ani_daoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.8	0	0	1			sound/skilleffect/dao/dao1.wav					
201081	귀•기린토주	적군 전체에게 85%의 기본 피해를 입힙니다.	17	Ani_daoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.85	0	0	1			sound/skilleffect/dao/dao1.wav					
202081	성•기린토주	적군 전체에게 90%의 기본 피해를 입힙니다.	16	Ani_daoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.9	0	0	1			sound/skilleffect/dao/dao1.wav					
203081	황•기린토주	적군 전체에게 95%의 기본 피해를 입힙니다.	15	Ani_daoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	0.95	0	0	1			sound/skilleffect/dao/dao1.wav					
200082	기문둔갑	적군 전체의 공격과 마법을 30% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.3	0	7	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
201082	귀•기문둔갑	적군 전체의 공격과 마법을 35% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.35	0	9	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
202082	성•기문둔갑	적군 전체의 공격과 마법을 40% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.4	0	11	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
203082	황•기문둔갑	적군 전체의 공격과 마법을 45% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20	bagua_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	-0.45	0	13	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
210082	기문둔갑	적군 전체의 공격과 마법을 30% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.3	0	7	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
211082	귀•기문둔갑	적군 전체의 공격과 마법을 35% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.35	0	9	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
212082	성•기문둔갑	적군 전체의 공격과 마법을 40% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.4	0	11	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
213082	황•기문둔갑	적군 전체의 공격과 마법을 45% 하락시키며， 지속시간은 지력에 따라 달라집니다.	20			4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	4	0	-0.45	0	13	0	3	2,9	sound/skilleffect/jianyi/jianyi.wav					
200083	지옥화	적군 전체에게 100%의 마법 피해를 입힙니다.	18	huolong_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1	0	0	2			sound/skilleffect/huo/huo1.wav					
201083	귀•지옥화	적군 전체에게 105%의 마법 피해를 입힙니다.	17	huolong_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.05	0	0	2			sound/skilleffect/huo/huo1.wav					
202083	성•지옥화	적군 전체에게 110%의 마법 피해를 입힙니다.	16	huolong_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.1	0	0	2			sound/skilleffect/huo/huo1.wav					
203083	황•지옥화	적군 전체에게 115%의 마법 피해를 입힙니다.	15	huolong_plist		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.15	0	0	2			sound/skilleffect/huo/huo1.wav					
100084	치명일전	생명이 가장 적은 적군 무장에게 자신의 현재 생명의 30%만큼 피해를 입힙니다.	13	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.3		0	7			sound/skilleffect/dao/dao1.wav					
101084	귀•치명일전	생명이 가장 적은 적군 무장에게 자신의 현재 생명의 35%만큼 피해를 입힙니다.	12	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.35		0	7			sound/skilleffect/dao/dao1.wav					
102084	성•치명일전	생명이 가장 적은 적군 무장에게 자신의 현재 생명의 40%만큼 피해를 입힙니다.	11	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.4		0	7			sound/skilleffect/dao/dao1.wav					
103084	황•치명일전	생명이 가장 적은 적군 무장에게 자신의 현재 생명의 45%만큼 피해를 입힙니다.	10	Ani_phoenix		23	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	0	0.45		0	7			sound/skilleffect/dao/dao1.wav					
100085	마왕연옥	군웅 무장의 공격과 마법이 50% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.5		6	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
101085	귀•마왕연옥	군웅 무장의 공격과 마법이 55% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.55		8	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
102085	성•마왕연옥	군웅 무장의 공격과 마법이 60% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.6		10	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
103085	황•마왕연옥	군웅 무장의 공격과 마법이 65% 증가하며，8초간 받는 피해를 30% 감소 시킵니다.	20	huangguang_plist		39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.65		12	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
110085	마왕연옥	군웅 무장의 공격과 마법이 50% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.5		6	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
111085	귀•마왕연옥	군웅 무장의 공격과 마법이 55% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.55		8	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
112085	성•마왕연옥	군웅 무장의 공격과 마법이 60% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.6		10	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
113085	황•마왕연옥	군웅 무장의 공격과 마법이 65% 증가하며，8초간 받는 피해를 30% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.65		12	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
120085	마왕연옥	군웅 무장의 공격과 마법이 50% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
121085	귀•마왕연옥	군웅 무장의 공격과 마법이 55% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
122085	성•마왕연옥	군웅 무장의 공격과 마법이 60% 증가하며，8초간 받는 피해를 20% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
123085	황•마왕연옥	군웅 무장의 공격과 마법이 65% 증가하며，8초간 받는 피해를 30% 감소 시킵니다.	20			39	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.3				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
100086	천하무쌍	적군 전체에게 115%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	18	Ani_duodaoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.15		0	3			sound/skilleffect/dao/dao1.wav					
101086	귀•천하무쌍	적군 전체에게 120%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	17	Ani_duodaoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.2		0	3			sound/skilleffect/dao/dao1.wav					
102086	성•천하무쌍	적군 전체에게 125%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	16	Ani_duodaoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.25		0	3			sound/skilleffect/dao/dao1.wav					
103086	황•천하무쌍	적군 전체에게 130%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	15	Ani_duodaoguang		4	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	0	0	1.3		0	3			sound/skilleffect/dao/dao1.wav					
110086	천하무쌍	적군 전체에게 115%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	18			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1		0.08					1						
111086	귀•천하무쌍	적군 전체에게 120%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	17			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1		0.08					1						
112086	성•천하무쌍	적군 전체에게 125%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	16			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1		0.08					1						
113086	황•천하무쌍	적군 전체에게 130%의 공격 피해를 입히며， 스킬 시전 후 전투 종료까지 무장 공격력을8% 상승 시킵니다.	15			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1		0.08					1						
300087	괴뇌와와	아군 병사의 공격과 마법이 45% 증가하며， 6초간 받는 피해를 20% 감소시킵니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	360	360	2	1		0.45		0	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
301087	귀•괴뇌와와	아군 병사의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소시킵니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1		0.5		0	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
302087	성•괴뇌와와	아군 병사의 공격과 마법이 55% 증가하며， 10초간 받는 피해를 20% 감소시킵니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	600	600	2	1		0.55		0	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
303087	황•괴뇌와와	아군 병사의 공격과 마법이 60% 증가하며， 12초간 받는 피해를 20% 감소시킵니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	720	720	2	1		0.6		0	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
310087	괴뇌와와	아군 병사의 공격과 마법이 45% 증가하며， 6초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	360	360	2	4		0.45				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
311087	귀•괴뇌와와	아군 병사의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4		0.5				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
312087	성•괴뇌와와	아군 병사의 공격과 마법이 55% 증가하며， 10초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	600	600	2	4		0.55				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
313087	황•괴뇌와와	아군 병사의 공격과 마법이 60% 증가하며， 12초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	720	720	2	4		0.6				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
320087	괴뇌와와	아군 병사의 공격과 마법이 45% 증가하며， 6초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	360	360	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
321087	귀•괴뇌와와	아군 병사의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
322087	성•괴뇌와와	아군 병사의 공격과 마법이 55% 증가하며， 10초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	600	600	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
323087	황•괴뇌와와	아군 병사의 공격과 마법이 60% 증가하며， 12초간 받는 피해를 20% 감소시킵니다.	20			8	2	1	0	0	0	0	0	0	0	1	0	0	1	720	720	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
200088	태평성세	아군 전체 병사의 공격이 100% 증가하며， 4초 간 지속됩니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	240	240	2	1	0	1		0	0	1	1	sound/skilleffect/zhenyi/zengyi.wav					
201088	귀•태평성세	아군 전체 병사의 공격이 100% 증가하며， 5초 간 지속됩니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	300	300	2	1	0	1		0	0	1	1	sound/skilleffect/zhenyi/zengyi.wav					
202088	성•태평성세	아군 전체 병사의 공격이 100% 증가하며， 6초 간 지속됩니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	360	360	2	1	0	1		0	0	1	1	sound/skilleffect/zhenyi/zengyi.wav					
203088	황•태평성세	아군 전체 병사의 공격이 100% 증가하며， 7초 간 지속됩니다.	20	wujian_plist		8	2	1	0	0	0	0	0	0	0	1	0	0	1	420	420	2	1	0	1		0	0	1	1	sound/skilleffect/zhenyi/zengyi.wav					
400089	군심대진	아군 전체가 초당 마법수치의 36%만큼 생명을 회복하며， 4초 간 지속됩니다.	20	Ani_greenLight		4	2	1	0	0	0	0	0	0	0	1	0	0	1	60	240	7	0	0	0.3	0	5	0	1		sound/skilleffect/huixue/huixue.wav					
401089	귀•군심대진	아군 전체가 초당 마법수치의 39%만큼 생명을 회복하며， 4초 간 지속됩니다.	20	Ani_greenLight		4	2	1	0	0	0	0	0	0	0	1	0	0	1	60	240	7	0	0	0.33	0	7	0	1		sound/skilleffect/huixue/huixue.wav					
402089	성•군심대진	아군 전체가 초당 마법수치의 42%만큼 생명을 회복하며， 4초 간 지속됩니다.	20	Ani_greenLight		4	2	1	0	0	0	0	0	0	0	1	0	0	1	60	240	7	0	0	0.36	0	9	0	1		sound/skilleffect/huixue/huixue.wav					
403089	황•군심대진	아군 전체가 초당 마법수치의 45%만큼 생명을 회복하며， 4초 간 지속됩니다.	20	Ani_greenLight		4	2	1	0	0	0	0	0	0	0	1	0	0	1	60	240	7	0	0	0.39	0	11	0	1		sound/skilleffect/huixue/huixue.wav					
100090	귀옥환신	무장의 공격이 90% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0.9		6	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
101090	귀•귀옥환신	무장의 공격이 100% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1		8	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
102090	성•귀옥환신	무장의 공격이 110% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.1		10	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
103090	황•귀옥환신	무장의 공격이 120% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20	huangguang_plist		9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	1.2		12	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
110090	귀옥환신	무장의 공격이 90% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4		6	0.6		6	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
111090	귀•귀옥환신	무장의 공격이 100% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4		6	0.6		8	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
112090	성•귀옥환신	무장의 공격이 110% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4		6	0.6		10	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
113090	황•귀옥환신	무장의 공격이 120% 증가하며， 받는 피해를 60% 감소 시킵니다. 지속시간은 무력에 따라 달라집니다.	20			9	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	4		6	0.6		12	0	2	1,8	sound/skilleffect/zhenyi/zengyi.wav					
400091	묘수회춘	주변 아군의 생명력이 초당 무장의 마법수치의 44%만큼 회복되며 5초간 지속됩니다.	20	Ani_greenLight		1	1	1	300	0	0	0	0	0	0	1	0	0	1	60	300	7	0	0	0.44	0	5	0	1		sound/skilleffect/huixue/huixue.wav					
401091	귀•묘수회춘	주변 아군의 생명력이 초당 무장의 마법수치의 46%만큼 회복되며 5초간 지속됩니다.	20	Ani_greenLight		1	1	1	300	0	0	0	0	0	0	1	0	0	1	60	300	7	0	0	0.46	0	7	0	1		sound/skilleffect/huixue/huixue.wav					
402091	성•묘수회춘	주변 아군의 생명력이 초당 무장의 마법수치의 48%만큼 회복되며 5초간 지속됩니다.	20	Ani_greenLight		1	1	1	300	0	0	0	0	0	0	1	0	0	1	60	300	7	0	0	0.48	0	9	0	1		sound/skilleffect/huixue/huixue.wav					
403091	황•묘수회춘	주변 아군의 생명력이 초당 무장의 마법수치의 50%만큼 회복되며 5초간 지속됩니다.	20	Ani_greenLight		1	1	1	300	0	0	0	0	0	0	1	0	0	1	60	300	7	0	0	0.5	0	11	0	1		sound/skilleffect/huixue/huixue.wav					
200092	천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 50%만큼 피해를 입힙니다.	20			9	1	1								1			1			1	9		-0.2						sound/skilleffect/huo/huo1.wav					
201092	귀•천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 55%만큼 피해를 입힙니다.	20			9	1	1								1			1			1	9		-0.2						sound/skilleffect/huo/huo1.wav					
202092	성•천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 60%만큼 피해를 입힙니다.	20			9	1	1								1			1			1	9		-0.2						sound/skilleffect/huo/huo1.wav					
203092	황•천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 65%만큼 피해를 입힙니다.	20			9	1	1								1			1			1	9		-0.2						sound/skilleffect/huo/huo1.wav					
210092	천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 50%만큼 피해를 입힙니다.	20	xiahuo_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	1	0.5	0	0	8			sound/skilleffect/huo/huo1.wav					
211092	귀•천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 55%만큼 피해를 입힙니다.	20	xiahuo_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	1	0.55	0	0	8			sound/skilleffect/huo/huo1.wav					
212092	성•천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 60%만큼 피해를 입힙니다.	20	xiahuo_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	1	0.6	0	0	8			sound/skilleffect/huo/huo1.wav					
213092	황•천화락	현재 생명을 20% 소비하여，적 무장에게 자신이 잃은 전체 생명의 65%만큼 피해를 입힙니다.	20	xiahuo_plist		40	2	2	0	0	0	0	0	0	0	1	0	0	1	0	0	6	2	1	0.65	0	0	8			sound/skilleffect/huo/huo1.wav					
200093	천강전기	위나라 무장의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.5		6	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
201093	귀•천강전기	위나라 무장의 공격과 마법이 55% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.55		8	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
202093	성•천강전기	위나라 무장의 공격과 마법이 60% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20	huangguang_plist		38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.6		10	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
203093	황•천강전기	위나라 무장의 공격과 마법이 65% 증가하며， 8초간 받는 피해를 30% 감소 시킵니다.	20	huangguang_plist		38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	1	0	0.65		12	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
210093	천강전기	위나라 무장의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.5		6	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
211093	귀•천강전기	위나라 무장의 공격과 마법이 55% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.55		8	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
212093	성•천강전기	위나라 무장의 공격과 마법이 60% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.6		10	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
213093	황•천강전기	위나라 무장의 공격과 마법이 65% 증가하며， 8초간 받는 피해를 30% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	2	4	0	0.65		12	0	1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
220093	천강전기	위나라 무장의 공격과 마법이 50% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
221093	귀•천강전기	위나라 무장의 공격과 마법이 55% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
222093	성•천강전기	위나라 무장의 공격과 마법이 60% 증가하며， 8초간 받는 피해를 20% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.2				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
223093	황•천강전기	위나라 무장의 공격과 마법이 65% 증가하며， 8초간 받는 피해를 30% 감소 시킵니다.	20			38	2	1	0	0	0	0	0	0	0	1	0	0	1	480	480	4		6	0.3				1	1,11,8	sound/skilleffect/zhenyi/zengyi.wav					
200094	절대영도	적군 전체에게 100%의 마법 피해를 입히며，1초간 결빙 시킵니다.	18	Ani_ice		4	2	2			0	0		0	0	1	0	0	1	0		6	0	0	1	0	4	2		3	sound/skilleffect/bing/bin1.wav					
201094	귀•절대영도	적군 전체에게 105%의 마법 피해를 입히며，1초간 결빙 시킵니다.	17	Ani_ice		4	2	2			0	0		0	0	1	0	0	1	0		6	0	0	1.05	0	5	2		3	sound/skilleffect/bing/bin1.wav					
202094	성•절대영도	적군 전체에게 110%의 마법 피해를 입히며，1초간 결빙 시킵니다.	16	Ani_ice		4	2	2			0	0		0	0	1	0	0	1	0		6	0	0	1.1	0	6	2		3	sound/skilleffect/bing/bin1.wav					
203094	황•절대영도	적군 전체에게 115%의 마법 피해를 입히며，1초간 결빙 시킵니다.	15	Ani_ice		4	2	2			0	0		0	0	1	0	0	1	0		6	0	0	1.15	0	7	2		3	sound/skilleffect/bing/bin1.wav					
210094	절대영도	적군 전체에게 100%의 마법 피해를 입히며，1초간 결빙 시킵니다.	18			4	2	2			0	0		0	0	1	0	0	1	60	60	5	0	0	0	0	4	0	1	3	sound/skilleffect/bing/bin1.wav					
