英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	空行															
11054	2	진•포삼낭	200045	4																		
11054	3	귀•포삼낭	201045	4																		
11054	4	신•포삼낭	201045	4	5																	
11054	5	성•포삼낭	202045	4	5																	
11054	6	왕•포삼낭	202045	4	5	6																
11054	7	황•포삼낭	203045	4	5	6																
11055	1	주창	100046																			
11055	2	진•주창	100046	10																		
11055	3	귀•주창	101046	10																		
11055	4	신•주창	101046	10	11																	
11055	5	성•주창	102046	10	11																	
11055	6	왕•주창	102046	10	11	12																
11055	7	황•주창	103046	10	11	12																
11056	1	황보숭	100048																			
11056	2	진•황보숭	100048	10																		
11056	3	귀•황보숭	101048	10																		
11056	4	신•황보숭	101048	10	11																	
11056	5	성•황보숭	102048	10	11																	
11056	6	왕•황보숭	102048	10	11	12																
11056	7	황•황보숭	103048	10	11	12																
11057	1	유장	200059																			
11057	2	진•유장	200059	4																		
11057	3	귀•유장	201059	4																		
11057	4	신•유장	201059	4	5																	
11057	5	성•유장	202059	4	5																	
11057	6	왕•유장	202059	4	5	6																
11057	7	황•유장	203059	4	5	6																
11058	1	장수	100048																			
11058	2	진•장수	100048	10																		
11058	3	귀•장수	101048	10																		
11058	4	신•장수	101048	10	11																	
11058	5	성•장수	102048	10	11																	
11058	6	왕•장수	102048	10	11	12																
11058	7	황•장수	103048	10	11	12																
11059	1	조절	200045																			
11059	2	진•조절	200045	4																		
11059	3	귀•조절	201045	4																		
11059	4	신•조절	201045	4	5																	
11059	5	성•조절	202045	4	5																	
11059	6	왕•조절	202045	4	5	6																
11059	7	황•조절	203045	4	5	6																
11060	1	정보	100048																			
11060	2	진•정보	100048	10																		
11060	3	귀•정보	101048	10																		
11060	4	신•정보	101048	10	11																	
11060	5	성•정보	102048	10	11																	
11060	6	왕•정보	102048	10	11	12																
11060	7	황•정보	103048	10	11	12																
11061	1	손로반	400111																			
11061	2	진•손로반	400111	7																		
11061	3	귀•손로반	401111	7																		
11061	4	신•손로반	401111	7	8																	
11061	5	성•손로반	402111	7	8																	
11061	6	왕•손로반	402111	7	8	9																
11061	7	황•손로반	403111	7	8	9																
11062	1	주연	100051																			
11062	2	진•주연	100051	10																		
11062	3	귀•주연	101051	10																		
11062	4	신•주연	101051	10	11																	
11062	5	성•주연	102051	10	11																	
11062	6	왕•주연	102051	10	11	12																
11062	7	황•주연	103051	10	11	12																
11063	1	능조	100062																			
11063	2	진•능조	100062	10																		
11063	3	귀•능조	101062	10																		
11063	4	신•능조	101062	10	11																	
11063	5	성•능조	102062	10	11																	
11063	6	왕•능조	102062	10	11	12																
11063	7	황•능조	103062	10	11	12																
11064	1	관평	100040,110040																			
11064	2	진•관평	100040,110040	10																		
11064	3	귀•관평	101040,111040	10																		
11064	4	신•관평	101040,111040	10	11																	
11064	5	성•관평	102040,112040	10	11																	
11064	6	왕•관평	102040,112040	10	11	12																
11064	7	황•관평	103040,113040	10	11	12																
11065	1	위연	100041																			
11065	2	진•위연	100041	10																		
11065	3	귀•위연	101041	10																		
11065	4	신•위연	101041	10	11																	
11065	5	성•위연	102041	10	11																	
11065	6	왕•위연	102041	10	11	12																
11065	7	황•위연	103041	10	11	12																
11066	1	장포	100042,110042																			
11066	2	진•장포	100042,110042	10																		
11066	3	귀•장포	101042,111042	10																		
11066	4	신•장포	101042,111042	10	11																	
11066	5	성•장포	102042,112042	10	11																	
11066	6	왕•장포	102042,112042	10	11	12																
11066	7	황•장포	103042,113042	10	11	12																
11067	1	법정	300043																			
11067	2	진•법정	300043	4																		
11067	3	귀•법정	301043	4																		
11067	4	신•법정	301043	4	5																	
11067	5	성•법정	302043	4	5																	
11067	6	왕•법정	302043	4	5	6																
11067	7	황•법정	303043	4	5	6																
11068	1	관흥	100044																			
11068	2	진•관흥	100044	10																		
11068	3	귀•관흥	101044	10																		
11068	4	신•관흥	101044	10	11																	
11068	5	성•관흥	102044	10	11																	
11068	6	왕•관흥	102044	10	11	12																
11068	7	황•관흥	103044	10	11	12																
11069	1	포삼낭	200045																			
11069	2	진•포삼낭	200045	4																		
11069	3	귀•포삼낭	201045	4																		
11069	4	신•포삼낭	201045	4	5																	
11069	5	성•포삼낭	202045	4	5																	
11069	6	왕•포삼낭	202045	4	5	6																
11069	7	황•포삼낭	203045	4	5	6																
11070	1	주창	100046																			
11070	2	진•주창	100046	10																		
11070	3	귀•주창	101046	10																		
11070	4	신•주창	101046	10	11																	
11070	5	성•주창	102046	10	11																	
11070	6	왕•주창	102046	10	11	12																
11070	7	황•주창	103046	10	11	12																
11071	1	황보숭	100048																			
11071	2	진•황보숭	100048	10																		
11071	3	귀•황보숭	101048	10																		
11071	4	신•황보숭	101048	10	11																	
11071	5	성•황보숭	102048	10	11																	
11071	6	왕•황보숭	102048	10	11	12																
11071	7	황•황보숭	103048	10	11	12																
11072	1	유장	200059																			
11072	2	진•유장	200059	4																		
11072	3	귀•유장	201059	4																		
11072	4	신•유장	201059	4	5																	
11072	5	성•유장	202059	4	5																	
11072	6	왕•유장	202059	4	5	6																
11072	7	황•유장	203059	4	5	6																
11073	1	장수	100048																			
11073	2	진•장수	100048	10																		
11073	3	귀•장수	101048	10																		
11073	4	신•장수	101048	10	11																	
11073	5	성•장수	102048	10	11																	
11073	6	왕•장수	102048	10	11	12																
11073	7	황•장수	103048	10	11	12																
11074	1	장수	100048																			
11074	2	진•장수	100048	10																		
11074	3	귀•장수	101048	10																		
11074	4	신•장수	101048	10	11																	
11074	5	성•장수	102048	10	11																	
11074	6	왕•장수	102048	10	11	12																
11074	7	황•장수	103048	10	11	12																
11075	1	정보	100048																			
11075	2	진•정보	100048	10																		
11075	3	귀•정보	101048	10																		
11075	4	신•정보	101048	10	11																	
11075	5	성•정보	102048	10	11																	
11075	6	왕•정보	102048	10	11	12																
11075	7	황•정보	103048	10	11	12																
11076	1	손로반	400111																			
11076	2	진•손로반	400111	7																		
11076	3	귀•손로반	401111	7																		
11076	4	신•손로반	401111	7	8																	
11076	5	성•손로반	402111	7	8																	
11076	6	왕•손로반	402111	7	8	9																
11076	7	황•손로반	403111	7	8	9																
11077	1	주연	100051																			
11077	2	진•주연	100051	10																		
11077	3	귀•주연	101051	10																		
11077	4	신•주연	101051	10	11																	
11077	5	성•주연	102051	10	11																	
11077	6	왕•주연	102051	10	11	12																
11077	7	황•주연	103051	10	11	12																
11078	1	황보숭	100048																			
11078	2	진•황보숭	100048	10																		
11078	3	귀•황보숭	101048	10																		
11078	4	신•황보숭	101048	10	11																	
11078	5	성•황보숭	102048	10	11																	
11078	6	왕•황보숭	102048	10	11	12																
11078	7	황•황보숭	103048	10	11	12																
11079	1	관평	100040,110040																			
11079	2	진•관평	100040,110040	10																		
11079	3	귀•관평	101040,111040	10																		
11079	4	신•관평	101040,111040	10	11																	
11079	5	성•관평	102040,112040	10	11																	
11079	6	왕•관평	102040,112040	10	11	12																
11079	7	황•관평	103040,113040	10	11	12																
11080	1	위연	100041																			
11080	2	진•위연	100041	10																		
11080	3	귀•위연	101041	10																		
11080	4	신•위연	101041	10	11																	
11080	5	성•위연	102041	10	11																	
11080	6	왕•위연	102041	10	11	12																
11080	7	황•위연	103041	10	11	12																
11081	1	관색	100047																			
11081	2	진•관색	100047	10																		
11081	3	귀•관색	101047	10																		
11081	4	신•관색	101047	10	11																	
11081	5	성•관색	102047	10	11																	
11081	6	왕•관색	102047	10	11	12																
11081	7	황•관색	103047	10	11	12																
11082	1	하후패	100048																			
11082	2	진•하후패	100048	10																		
11082	3	귀•하후패	101048	10																		
11082	4	신•하후패	101048	10	11																	
11082	5	성•하후패	102048	10	11																	
11082	6	왕•하후패	102048	10	11	12																
11082	7	황•하후패	103048	10	11	12																
11083	1	엄안	100049																			
11083	2	진•엄안	100049	10																		
11083	3	귀•엄안	101049	10																		
11083	4	신•엄안	101049	10	11																	
11083	5	성•엄안	102049	10	11																	
11083	6	왕•엄안	102049	10	11	12																
11083	7	황•엄안	103049	10	11	12																
11084	1	맹획	100050																			
11084	2	진•맹획	100050	10																		
11084	3	귀•맹획	101050	10																		
11084	4	신•맹획	101050	10	11																	
11084	5	성•맹획	102050	10	11																	
11084	6	왕•맹획	102050	10	11	12																
11084	7	황•맹획	103050	10	11	12																
11085	1	원소	100051																			
11085	2	진•원소	100051	10																		
11085	3	귀•원소	101051	10																		
11085	4	신•원소	101051	10	11																	
11085	5	성•원소	102051	10	11																	
11085	6	왕•원소	102051	10	11	12																
11085	7	황•원소	103051	10	11	12																
11086	1	화웅	100052																			
11086	2	진•화웅	100052	10																		
11086	3	귀•화웅	101052	10																		
11086	4	신•화웅	101052	10	11																	
11086	5	성•화웅	102052	10	11																	
11086	6	왕•화웅	102052	10	11	12																
11086	7	황•화웅	103052	10	11	12																
11087	1	안량	100053																			
11087	2	진•안량	100053	10																		
11087	3	귀•안량	101053	10																		
11087	4	신•안량	101053	10	11																	
11087	5	성•안량	102053	10	11																	
11087	6	왕•안량	102053	10	11	12																
11087	7	황•안량	103053	10	11	12																
11088	1	문추	100054																			
11088	2	진•문추	100054	10																		
11088	3	귀•문추	101054	10																		
11088	4	신•문추	101054	10	11																	
11088	5	성•문추	102054	10	11																	
11088	6	왕•문추	102054	10	11	12																
11088	7	황•문추	103054	10	11	12																
11089	1	진궁	300055																			
11089	2	진•진궁	300055	4																		
11089	3	귀•진궁	301055	4																		
11089	4	신•진궁	301055	4	5																	
11089	5	성•진궁	302055	4	5																	
11089	6	왕•진궁	302055	4	5	6																
11089	7	황•진궁	303055	4	5	6																
11090	1	공손찬	100056																			
11090	2	진•공손찬	100056	10																		
11090	3	귀•공손찬	101056	10																		
11090	4	신•공손찬	101056	10	11																	
11090	5	성•공손찬	102056	10	11																	
11090	6	왕•공손찬	102056	10	11	12																
11090	7	황•공손찬	103056	10	11	12																
11091	1	고순	100057																			
11091	2	진•고순	100057	10																		
11091	3	귀•고순	101057	10																		
11091	4	신•고순	101057	10	11																	
11091	5	성•고순	102057	10	11																	
11091	6	왕•고순	102057	10	11	12																
11091	7	황•고순	103057	10	11	12																
11092	1	이유	300058																			
11092	2	진•이유	300058	4																		
11092	3	귀•이유	301058	4																		
11092	4	신•이유	301058	4	5																	
11092	5	성•이유	302058	4	5																	
11092	6	왕•이유	302058	4	5	6																
11092	7	황•이유	303058	4	5	6																
11093	1	장임	200059																			
11093	2	진•장임	200059	4																		
11093	3	귀•장임	201059	4																		
11093	4	신•장임	201059	4	5																	
11093	5	성•장임	202059	4	5																	
11093	6	왕•장임	202059	4	5	6																
11093	7	황•장임	203059	4	5	6																
11094	1	전위	100060,110060																			
11094	2	진•전위	100060,110060	10																		
11094	3	귀•전위	101060,111060	10																		
11094	4	신•전위	101060,111060	10	11																	
11094	5	성•전위	102060,112060	10	11																	
11094	6	왕•전위	102060,112060	10	11	12																
11094	7	황•전위	103060,113060	10	11	12																
11095	1	허저	100061																			
11095	2	진•허저	100061	10																		
11095	3	귀•허저	101061	10																		
11095	4	신•허저	101061	10	11																	
11095	5	성•허저	102061	10	11																	
11095	6	왕•허저	102061	10	11	12																
11095	7	황•허저	103061	10	11	12																
11096	1	조창	100062																			
11096	2	진•조창	100062	10																		
11096	3	귀•조창	101062	10																		
11096	4	신•조창	101062	10	11																	
11096	5	성•조창	102062	10	11																	
11096	6	왕•조창	102062	10	11	12																
11096	7	황•조창	103062	10	11	12																
11097	1	관색	100047																			
11097	2	진•관색	100047	10																		
11097	3	귀•관색	101047	10																		
11097	4	신•관색	101047	10	11																	
11097	5	성•관색	102047	10	11																	
11097	6	왕•관색	102047	10	11	12																
11097	7	황•관색	103047	10	11	12																
11098	1	장합	100064																			
11098	2	진•장합	100064	10																		
11098	3	귀•장합	101064	10																		
11098	4	신•장합	101064	10	11																	
11098	5	성•장합	102064	10	11																	
11098	6	왕•장합	102064	10	11	12																
11098	7	황•장합	103064	10	11	12																
11099	1	서황	100065																			
11099	2	진•서황	100065	10																		
11099	3	귀•서황	101065	10																		
11099	4	신•서황	101065	10	11																	
11099	5	성•서황	102065	10	11																	
11099	6	왕•서황	102065	10	11	12																
11099	7	황•서황	103065	10	11	12																
11100	1	우금	100066																			
11100	2	진•우금	100066	10																		
11100	3	귀•우금	101066	10																		
11100	4	신•우금	101066	10	11																	
11100	5	성•우금	102066	10	11																	
11100	6	왕•우금	102066	10	11	12																
11100	7	황•우금	103066	10	11	12																
11101	1	주태	100067,110067																			
11101	2	진•주태	100067,110067	10																		
11101	3	귀•주태	101067,111067	10																		
11101	4	신•주태	101067,111067	10	11																	
11101	5	성•주태	102067,112067	10	11																	
11101	6	왕•주태	102067,112067	10	11	12																
11101	7	황•주태	103067,113067	10	11	12																
11102	1	능통	200068																			
11102	2	진•능통	200068	4																		
11102	3	귀•능통	201068	4																		
11102	4	신•능통	201068	4	5																	
11102	5	성•능통	202068	4	5																	
11102	6	왕•능통	202068	4	5	6																
11102	7	황•능통	203068	4	5	6																
11103	1	황개	100069																			
11103	2	진•황개	100069	10																		
11103	3	귀•황개	101069	10																		
11103	4	신•황개	101069	10	11																	
11103	5	성•황개	102069	10	11																	
11103	6	왕•황개	102069	10	11	12																
11103	7	황•황개	103069	10	11	12																
11104	1	노숙	300070																			
11104	2	진•노숙	300070	4																		
11104	3	귀•노숙	301070	4																		
11104	4	신•노숙	301070	4	5																	
11104	5	성•노숙	302070	4	5																	
11104	6	왕•노숙	302070	4	5	6																
11104	7	황•노숙	303070	4	5	6																
11105	1	우번	300071																			
11105	2	진•우번	300071	4																		
11105	3	귀•우번	301071	4																		
11105	4	신•우번	301071	4	5																	
11105	5	성•우번	302071	4	5																	
11105	6	왕•우번	302071	4	5	6																
11105	7	황•우번	303071	4	5	6																
11106	1	제갈근	200072																			
11106	2	진•제갈근	200072	4																		
11106	3	귀•제갈근	201072	4																		
11106	4	신•제갈근	201072	4	5																	
11106	5	성•제갈근	202072	4	5																	
11106	6	왕•제갈근	202072	4	5	6																
11106	7	황•제갈근	203072	4	5	6																
11107	1	반장	100073																			
11107	2	진•반장	100073	10																		
11107	3	귀•반장	101073	10																		
11107	4	신•반장	101073	10	11																	
11107	5	성•반장	102073	10	11																	
11107	6	왕•반장	102073	10	11	12																
11107	7	황•반장	103073	10	11	12																
11108	1	관색	100047																			
11108	2	진•관색	100047	10																		
11108	3	귀•관색	101047	10																		
11108	4	신•관색	101047	10	11																	
11108	5	성•관색	102047	10	11																	
11108	6	왕•관색	102047	10	11	12																
11108	7	황•관색	103047	10	11	12																
11109	1	하후패	100048																			
11109	2	진•하후패	100048	10																		
11109	3	귀•하후패	101048	10																		
11109	4	신•하후패	101048	10	11																	
11109	5	성•하후패	102048	10	11																	
11109	6	왕•하후패	102048	10	11	12																
11109	7	황•하후패	103048	10	11	12																
11110	1	엄안	100049																			
11110	2	진•엄안	100049	10																		
11110	3	귀•엄안	101049	10																		
11110	4	신•엄안	101049	10	11																	
11110	5	성•엄안	102049	10	11																	
11110	6	왕•엄안	102049	10	11	12																
11110	7	황•엄안	103049	10	11	12																
11111	1	맹획	100050																			
11111	2	진•맹획	100050	10																		
11111	3	귀•맹획	101050	10																		
11111	4	신•맹획	101050	10	11																	
11111	5	성•맹획	102050	10	11																	
11111	6	왕•맹획	102050	10	11	12																
11111	7	황•맹획	103050	10	11	12																
11112	1	원소	100051																			
11112	2	진•원소	100051	10																		
11112	3	귀•원소	101051	10																		
11112	4	신•원소	101051	10	11																	
11112	5	성•원소	102051	10	11																	
11112	6	왕•원소	102051	10	11	12																
11112	7	황•원소	103051	10	11	12																
11113	1	화웅	100052																			
11113	2	진•화웅	100052	10																		
11113	3	귀•화웅	101052	10																		
11113	4	신•화웅	101052	10	11																	
11113	5	성•화웅	102052	10	11																	
11113	6	왕•화웅	102052	10	11	12																
11113	7	황•화웅	103052	10	11	12																
11114	1	안량	100053																			
11114	2	진•안량	100053	10																		
11114	3	귀•안량	101053	10																		
11114	4	신•안량	101053	10	11																	
11114	5	성•안량	102053	10	11																	
11114	6	왕•안량	102053	10	11	12																
11114	7	황•안량	103053	10	11	12																
11115	1	문추	100054																			
11115	2	진•문추	100054	10																		
11115	3	귀•문추	101054	10																		
11115	4	신•문추	101054	10	11																	
11115	5	성•문추	102054	10	11																	
11115	6	왕•문추	102054	10	11	12																
11115	7	황•문추	103054	10	11	12																
11116	1	진궁	300055																			
11116	2	진•진궁	300055	4																		
11116	3	귀•진궁	301055	4																		
11116	4	신•진궁	301055	4	5																	
11116	5	성•진궁	302055	4	5																	
11116	6	왕•진궁	302055	4	5	6																
11116	7	황•진궁	303055	4	5	6																
11117	1	공손찬	100056																			
11117	2	진•공손찬	100056	10																		
11117	3	귀•공손찬	101056	10																		
11117	4	신•공손찬	101056	10	11																	
11117	5	성•공손찬	102056	10	11																	
11117	6	왕•공손찬	102056	10	11	12																
11117	7	황•공손찬	103056	10	11	12																
11118	1	고순	100057																			
11118	2	진•고순	100057	10																		
11118	3	귀•고순	101057	10																		
11118	4	신•고순	101057	10	11																	
11118	5	성•고순	102057	10	11																	
11118	6	왕•고순	102057	10	11	12																
11118	7	황•고순	103057	10	11	12																
11119	1	이유	300058																			
11119	2	진•이유	300058	4																		
11119	3	귀•이유	301058	4																		
11119	4	신•이유	301058	4	5																	
11119	5	성•이유	302058	4	5																	
11119	6	왕•이유	302058	4	5	6																
11119	7	황•이유	303058	4	5	6																
11120	1	장임	200059																			
11120	2	진•장임	200059	4																		
11120	3	귀•장임	201059	4																		
11120	4	신•장임	201059	4	5																	
11120	5	성•장임	202059	4	5																	
11120	6	왕•장임	202059	4	5	6																
11120	7	황•장임	203059	4	5	6																
11121	1	유비	100074,110074,120074																			
11121	2	진•유비	100074,110074,120074	10																		
11121	3	귀•유비	101074,111074,121074	10																		
11121	4	신•유비	101074,111074,121074	10	11																	
11121	5	성•유비	102074,112074,122074	10	11																	
11121	6	왕•유비	102074,112074,122074	10	11	12																
11121	7	황•유비	103074,113074,123074	10	11	12																
11122	1	관우	100075,110075																			
11122	2	진•관우	100075,110075	10																		
11122	3	귀•관우	101075,111075	10																		
11122	4	신•관우	101075,111075	10	11																	
11122	5	성•관우	102075,112075	10	11																	
11122	6	왕•관우	102075,112075	10	11	12																
11122	7	황•관우	103075,113075	10	11	12																
11123	1	장비	100076,110076																			
11123	2	진•장비	100076,110076	10																		
11123	3	귀•장비	101076,111076	10																		
11123	4	신•장비	101076,111076	10	11																	
11123	5	성•장비	102076,112076	10	11																	
11123	6	왕•장비	102076,112076	10	11	12																
11123	7	황•장비	103076,113076	10	11	12																
11124	1	마초	100077																			
11124	2	진•마초	100077	10																		
11124	3	귀•마초	101077	10																		
11124	4	신•마초	101077	10	11																	
11124	5	성•마초	102077	10	11																	
11124	6	왕•마초	102077	10	11	12																
11124	7	황•마초	103077	10	11	12																
11125	1	조운	100078,110078																			
11125	2	진•조운	100078,110078	10																		
11125	3	귀•조운	101078,111078	10																		
11125	4	신•조운	101078,111078	10	11																	
11125	5	성•조운	102078,112078	10	11																	
11125	6	왕•조운	102078,112078	10	11	12																
11125	7	황•조운	103078,113078	10	11	12																
11126	1	제갈량	300079,310079																			
11126	2	진•제갈량	300079,310079	4																		
11126	3	귀•제갈량	301079,311079	4																		
11126	4	신•제갈량	301079,311079	4	5																	
11126	5	성•제갈량	302079,312079	4	5																	
11126	6	왕•제갈량	302079,312079	4	5	6																
11126	7	황•제갈량	303079,313079	4	5	6																
11127	1	손상향	300080																			
11127	2	진•손상향	300080	4																		
11127	3	귀•손상향	301080	4																		
11127	4	신•손상향	301080	4	5																	
11127	5	성•손상향	302080	4	5																	
11127	6	왕•손상향	302080	4	5	6																
11127	7	황•손상향	303080	4	5	6																
11128	1	강유	200081																			
11128	2	진•강유	200081	4																		
11128	3	귀•강유	201081	4																		
11128	4	신•강유	201081	4	5																	
11128	5	성•강유	202081	4	5																	
11128	6	왕•강유	202081	4	5	6																
11128	7	황•강유	203081	4	5	6																
11129	1	제갈과	200082,210082																			
11129	2	진•제갈과	200082,210082	4																		
11129	3	귀•제갈과	201082,211082	4																		
11129	4	신•제갈과	201082,211082	4	5																	
11129	5	성•제갈과	202082,212082	4	5																	
11129	6	왕•제갈과	202082,212082	4	5	6																
11129	7	황•제갈과	203082,213082	4	5	6																
11130	1	채문희	400089																			
11130	2	진•채문희	400089	7																		
11130	3	귀•채문희	401089	7																		
11130	4	신•채문희	401089	7	8																	
11130	5	성•채문희	402089	7	8																	
11130	6	왕•채문희	402089	7	8	9																
11130	7	황•채문희	403089	7	8	9																
11131	1	동탁	100085,110085,120085																			
11131	2	진•동탁	100085,110085,120085	10																		
11131	3	귀•동탁	101085,111085,121085	10																		
11131	4	신•동탁	101085,111085,121085	10	11																	
11131	5	성•동탁	102085,112085,122085	10	11																	
11131	6	왕•동탁	102085,112085,122085	10	11	12																
11131	7	황•동탁	103085,113085,123085	10	11	12																
11132	1	여포	100086,110086																			
11132	2	진•여포	100086,110086	10																		
11132	3	귀•여포	101086,111086	10																		
11132	4	신•여포	101086,111086	10	11																	
11132	5	성•여포	102086,112086	10	11																	
11132	6	왕•여포	102086,112086	10	11	12																
11132	7	황•여포	103086,113086	10	11	12																
11133	1	초선	300087,310087,320087																			
11133	2	진•초선	300087,310087,320087	4																		
11133	3	귀•초선	301087,311087,321087	4																		
11133	4	신•초선	301087,311087,321087	4	5																	
11133	5	성•초선	302087,312087,322087	4	5																	
11133	6	왕•초선	302087,312087,322087	4	5	6																
11133	7	황•초선	303087,313087,323087	4	5	6																
11134	1	장각	200088																			
11134	2	진•장각	200088	4																		
11134	3	귀•장각	201088	4																		
11134	4	신•장각	201088	4	5																	
11134	5	성•장각	202088	4	5																	
11134	6	왕•장각	202088	4	5	6																
11134	7	황•장각	203088	4	5	6																
11135	1	방통	200083																			
11135	2	진•방통	200083	4																		
11135	3	귀•방통	201083	4																		
11135	4	신•방통	201083	4	5																	
11135	5	성•방통	202083	4	5																	
11135	6	왕•방통	202083	4	5	6																
11135	7	황•방통	203083	4	5	6																
11136	1	여령기	100090,110090																			
11136	2	진•여령기	100090,110090	10																		
11136	3	귀•여령기	101090,111090	10																		
11136	4	신•여령기	101090,111090	10	11																	
11136	5	성•여령기	102090,112090	10	11																	
11136	6	왕•여령기	102090,112090	10	11	12																
11136	7	황•여령기	103090,113090	10	11	12																
11137	1	화타	400091																			
11137	2	진•화타	400091	7																		
11137	3	귀•화타	401091	7																		
11137	4	신•화타	401091	7	8																	
11137	5	성•화타	402091	7	8																	
11137	6	왕•화타	402091	7	8	9																
11137	7	황•화타	403091	7	8	9																
11138	1	축융	200092,210092																			
11138	2	진•축융	200092,210092	4																		
11138	3	귀•축융	201092,211092	4																		
11138	4	신•축융	201092,211092	4	5																	
11138	5	성•축융	202092,212092	4	5																	
11138	6	왕•축융	202092,212092	4	5	6																
11138	7	황•축융	203092,213092	4	5	6																
11139	1	조조	200093,210093,220093																			
11139	2	진•조조	200093,210093,220093	4																		
11139	3	귀•조조	201093,211093,221093	4																		
11139	4	신•조조	201093,211093,221093	4	5																	
11139	5	성•조조	202093,212093,222093	4	5																	
11139	6	왕•조조	202093,212093,222093	4	5	6																
11139	7	황•조조	203093,213093,223093	4	5	6																
11140	1	사마의	200094,210094																			
11140	2	진•사마의	200094,210094	4																		
11140	3	귀•사마의	201094,211094	4																		
11140	4	신•사마의	201094,211094	4	5																	
11140	5	성•사마의	202094,212094	4	5																	
11140	6	왕•사마의	202094,212094	4	5	6																
11140	7	황•사마의	203094,213094	4	5	6																
11141	1	견희	200095,210095																			
11141	2	진•견희	200095,210095	4																		
11141	3	귀•견희	201095,211095	4																		
11141	4	신•견희	201095,211095	4	5																	
11141	5	성•견희	202095,212095	4	5																	
11141	6	왕•견희	202095,212095	4	5	6																
11141	7	황•견희	203095,213095	4	5	6																
11142	1	하후돈	100096																			
11142	2	진•하후돈	100096	10																		
11142	3	귀•하후돈	101096	10																		
11142	4	신•하후돈	101096	10	11																	
11142	5	성•하후돈	102096	10	11																	
11142	6	왕•하후돈	102096	10	11	12																
11142	7	황•하후돈	103096	10	11	12																
11143	1	장료	100097,110097																			
11143	2	진•장료	100097,110097	10																		
11143	3	귀•장료	101097,111097	10																		
11143	4	신•장료	101097,111097	10	11																	
11143	5	성•장료	102097,112097	10	11																	
11143	6	왕•장료	102097,112097	10	11	12																
11143	7	황•장료	103097,113097	10	11	12																
11144	1	사마소	200098																			
11144	2	진•사마소	200098	4																		
11144	3	귀•사마소	201098	4																		
11144	4	신•사마소	201098	4	5																	
11144	5	성•사마소	202098	4	5																	
11144	6	왕•사마소	202098	4	5	6																
11144	7	황•사마소	203098	4	5	6																
11145	1	등애	300099,310099																			
11145	2	진•등애	300099,310099	4																		
11145	3	귀•등애	301099,311099	4																		
11145	4	신•등애	301099,311099	4	5																	
11145	5	성•등애	302099,312099	4	5																	
11145	6	왕•등애	302099,312099	4	5	6																
11145	7	황•등애	303099,313099	4	5	6																
11146	1	장춘화	400100																			
11146	2	진•장춘화	400100	7																		
11146	3	귀•장춘화	401100	7																		
11146	4	신•장춘화	401100	7	8																	
11146	5	성•장춘화	402100	7	8																	
11146	6	왕•장춘화	402100	7	8	9																
11146	7	황•장춘화	403100	7	8	9																
11147	1	하후연	100101,110101																			
11147	2	진•하후연	100101,110101	10																		
11147	3	귀•하후연	101101,111101	10																		
11147	4	신•하후연	101101,111101	10	11																	
11147	5	성•하후연	102101,112101	10	11																	
11147	6	왕•하후연	102101,112101	10	11	12																
11147	7	황•하후연	103101,113101	10	11	12																
11148	1	순유	300102																			
11148	2	진•순유	300102	4																		
11148	3	귀•순유	301102	4																		
11148	4	신•순유	301102	4	5																	
11148	5	성•순유	302102	4	5																	
11148	6	왕•순유	302102	4	5	6																
11148	7	황•순유	303102	4	5	6																
11149	1	순욱	200103																			
11149	2	진•순욱	200103	4																		
11149	3	귀•순욱	201103	4																		
11149	4	신•순욱	201103	4	5																	
11149	5	성•순욱	202103	4	5																	
11149	6	왕•순욱	202103	4	5	6																
11149	7	황•순욱	203103	4	5	6																
11150	1	가후	200104																			
11150	2	진•가후	200104	4																		
11150	3	귀•가후	201104	4																		
11150	4	신•가후	201104	4	5																	
11150	5	성•가후	202104	4	5																	
11150	6	왕•가후	202104	4	5	6																
11150	7	황•가후	203104	4	5	6																
11151	1	손권	300105,310105,320105																			
11151	2	진•손권	300105,310105,320105	4																		
11151	3	귀•손권	301105,311105,321105	4																		
11151	4	신•손권	301105,311105,321105	4	5																	
11151	5	성•손권	302105,312105,322105	4	5																	
11151	6	왕•손권	302105,312105,322105	4	5	6																
11151	7	황•손권	303105,313105,323105	4	5	6																
11152	1	손책	100106,110106																			
11152	2	진•손책	100106,110106	10																		
11152	3	귀•손책	101106,111106	10																		
11152	4	신•손책	101106,111106	10	11																	
11152	5	성•손책	102106,112106	10	11																	
11152	6	왕•손책	102106,112106	10	11	12																
11152	7	황•손책	103106,113106	10	11	12																
11153	1	감녕	100107																			
11153	2	진•감녕	100107	10																		
11153	3	귀•감녕	101107	10																		
11153	4	신•감녕	101107	10	11																	
11153	5	성•감녕	102107	10	11																	
11153	6	왕•감녕	102107	10	11	12																
11153	7	황•감녕	103107	10	11	12																
11154	1	태사자	100108																			
11154	2	진•태사자	100108	10																		
11154	3	귀•태사자	101108	10																		
11154	4	신•태사자	101108	10	11																	
11154	5	성•태사자	102108	10	11																	
11154	6	왕•태사자	102108	10	11	12																
11154	7	황•태사자	103108	10	11	12																
11155	1	주유	200109																			
11155	2	진•주유	200109	4																		
11155	3	귀•주유	201109	4																		
11155	4	신•주유	201109	4	5																	
11155	5	성•주유	202109	4	5																	
11155	6	왕•주유	202109	4	5	6																
11155	7	황•주유	203109	4	5	6																
11156	1	대교	400110																			
11156	2	진•대교	400110	7																		
11156	3	귀•대교	401110	7																		
