小关卡id	小关卡标题	小关卡对话	每日最多	前置完成关卡	等级限制	每次扣除体力	武魂	铜钱奖励	未过回复次数	奖励道具	士兵分布图	主将ID	主将等级	主将阶级	副将1ID	副将1等级	副将1阶级	副将2ID	副将2等级	副将2阶级	步兵1ID	步兵1等级	骑兵2ID	骑兵2等级	弓兵3ID	弓兵3等级	士兵数量等级	特殊增益比例	精英副本增益比例	未过返还体力	主角经验Exp	公会掉落	空行
133	제3관	110	99	14,2	1,999	5	91	1420	1	18,1,1,100,1,32,1,1,30,1,19,4,1,12,1,43,4,1,35,1,38,1,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	14-03.tmx	10133	96	20	11133	96	20	12133	96	20	1102	19	2102	19	3102	19	20	0	0.3	5	3275	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,48,4,17,50	
134	제4관	0	99	14,3	1,999	5	91	1430	1	19,1,1,100,1,33,1,1,30,1,25,4,1,12,1,43,4,1,35,1,39,1,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	14-04.tmx	10134	105	20	11134	105	20	12134	105	20	1102	19	2102	19	3102	19	20	0	0.3	5	3285	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,48,4,17,50	
135	제5관	111,112	99	14,4	1,999	5	91	1440	1	20,1,1,100,1,34,1,1,30,1,16,4,1,12,1,43,4,1,35,1,47,4,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	14-05.tmx	10135	99	20	11135	99	20	12135	99	20	1102	19	2102	19	3102	19	20	0	0.3	5	3295	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,38,4,14,80	
136	제6관	113	99	14,5	1,999	5	91	1450	1	21,1,1,100,1,35,1,1,30,1,19,4,1,12,1,43,4,1,35,1,33,1,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	14-06.tmx	10136	94	20	11136	94	20	12136	94	20	1102	19	2102	19	3102	19	20	0	0.3	5	3305	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,50,4,12,50	
137	제7관	0	99	14,6	1,999	5	91	1460	1	22,1,1,100,1,36,1,1,30,1,25,4,1,12,1,43,4,1,35,1,34,1,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	14-07.tmx	10137	96	21	11137	96	21	12137	96	21	1102	19	2102	19	3102	19	20	0	0.3	5	3315	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,50,4,12,50	
138	제8관	0	99	14,7	1,999	5	91	1470	1	23,1,1,100,1,37,1,1,30,1,16,4,1,12,1,43,4,1,35,1,35,1,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	14-08.tmx	10138	100	21	11138	100	21	12138	100	21	1102	19	2102	19	3102	19	20	0	0.3	5	3325	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,49,4,12,50	
139	제9관	114	99	14,8	1,999	5	91	1480	1	24,1,1,100,1,38,1,1,30,1,19,4,1,12,1,43,4,1,35,1,36,1,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	14-09.tmx	10139	100	21	11139	100	21	12139	100	21	1102	19	2102	19	3102	19	20	0	0.3	5	3335	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,49,4,12,50	
140	제10관	115,116	99	14,9	1,999	5	91	1490	1	25,1,1,100,1,39,1,1,30,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,126,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	14-10.tmx	10140	103	21	11140	103	21	12140	103	21	1102	20	2102	20	3102	20	20	0	0.3	5	3345	87,1,1,40,83,1,1,40,92,1,1,40,42,4,8,50,38,4,15,80	
141	제1관	117	99	14,10	1,999	5	109	1500	1	26,1,1,100,1,32,1,1,35,1,16,4,1,12,1,43,4,1,35,1,36,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-01.tmx	10141	109	21	11141	109	21	12141	109	21	1102	20	2102	20	3102	20	20	0	0.3	5	3355	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,47,4,18,80	
142	제2관	118	99	15,1	1,999	5	109	1510	1	27,1,1,100,1,33,1,1,35,1,19,4,1,12,1,43,4,1,35,1,37,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	15-02.tmx	10142	98	21	11142	98	21	12142	98	21	1102	20	2102	20	3102	20	20	0	0.3	5	3365	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,47,4,18,80	
143	제3관	0	99	15,2	1,999	5	109	1520	1	28,1,1,100,1,34,1,1,35,1,25,4,1,12,1,43,4,1,35,1,38,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	15-03.tmx	10143	99	22	11143	99	22	12143	99	22	1102	20	2102	20	3102	20	20	0	0.3	5	3375	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,48,4,18,50	
144	제4관	0	99	15,3	1,999	5	109	1530	1	29,1,1,100,1,35,1,1,35,1,16,4,1,12,1,43,4,1,35,1,39,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-04.tmx	10144	108	22	11144	108	22	12144	108	22	1102	20	2102	20	3102	20	20	0	0.3	5	3385	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,48,4,18,50	
145	제5관	119,120	99	15,4	1,999	5	109	1540	1	30,1,1,100,1,36,1,1,35,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	15-05.tmx	10145	109	22	11145	109	22	12145	109	22	1102	20	2102	20	3102	20	20	0	0.3	5	3395	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,38,4,16,80	
146	제6관	0	99	15,5	1,999	5	109	1550	1	31,1,1,100,1,37,1,1,35,1,25,4,1,12,1,43,4,1,35,1,33,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	15-06.tmx	10146	112	22	11146	112	22	12146	112	22	1102	20	2102	20	3102	20	20	0	0.3	5	3405	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,50,4,13,50	
147	제7관	121,122	99	15,6	1,999	5	109	1560	1	14,1,1,100,1,38,1,1,35,1,16,4,1,12,1,43,4,1,35,1,34,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-07.tmx	10147	112	22	11147	112	22	12147	112	22	1102	20	2102	20	3102	20	20	0	0.3	5	3415	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,50,4,13,50	
148	제8관	123	99	15,7	1,999	5	109	1570	1	15,1,1,100,1,39,1,1,35,1,19,4,1,12,1,43,4,1,35,1,35,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	15-08.tmx	10148	121	23	11148	121	23	12148	121	23	1102	20	2102	20	3102	20	20	0	0.3	5	3425	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,49,4,13,50	
149	제9관	0	99	15,8	1,999	5	109	1580	1	16,1,1,100,1,32,1,1,35,1,25,4,1,12,1,43,4,1,35,1,36,1,1,70,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	15-09.tmx	10149	112	23	11149	112	23	12149	112	23	1102	20	2102	20	3102	20	20	0	0.3	5	3435	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,49,4,13,50	
150	제10관	124,125	99	15,9	1,999	5	109	1590	1	17,1,1,100,1,33,1,1,35,1,16,4,1,12,1,43,4,1,35,1,49,4,1,60,2,124,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	15-10.tmx	10150	111	23	11150	111	23	12150	111	23	1103	1	2103	1	3103	1	20	0	0.3	5	3445	97,1,1,40,103,1,1,40,106,1,1,40,42,4,9,50,38,4,17,80	
151	제1관	126,127	99	15,10	1,999	5	125	1600	1	18,1,1,100,1,34,1,1,40,1,19,4,1,12,1,43,4,1,35,1,34,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-01.tmx	10151	109	23	11151	109	23	12151	109	23	1103	1	2103	1	3103	1	20	0	0.3	5	3455	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,47,4,19,80	
152	제2관	128	99	16,1	1,999	5	125	1610	1	19,1,1,100,1,35,1,1,40,1,25,4,1,12,1,43,4,1,35,1,35,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	16-02.tmx	10152	99	24	11152	99	24	12152	99	24	1103	2	2103	2	3103	2	20	0	0.3	5	3465	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,47,4,19,80	
153	제3관	129	99	16,2	1,999	5	125	1620	1	20,1,1,100,1,36,1,1,40,1,16,4,1,12,1,43,4,1,35,1,36,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	16-03.tmx	10153	106	24	11153	106	24	12153	106	24	1103	2	2103	2	3103	2	20	0	0.3	5	3475	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,48,4,19,50	
154	제4관	0	99	16,3	1,999	5	125	1630	1	21,1,1,100,1,37,1,1,40,1,19,4,1,12,1,43,4,1,35,1,37,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-04.tmx	10154	107	24	11154	107	24	12154	107	24	1103	3	2103	3	3103	3	20	0	0.3	5	3485	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,48,4,19,50	
155	제5관	130,131	99	16,4	1,999	5	125	1640	1	22,1,1,100,1,38,1,1,40,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	16-05.tmx	10155	114	24	11155	114	24	12155	114	24	1103	3	2103	3	3103	3	20	0	0.3	5	3495	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,38,4,18,80	
156	제6관	132	99	16,5	1,999	5	125	1650	1	23,1,1,100,1,39,1,1,40,1,16,4,1,12,1,43,4,1,35,1,39,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	16-06.tmx	10156	110	24	11156	110	24	12156	110	24	1103	4	2103	4	3103	4	20	0	0.3	5	3505	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,50,4,14,50	
157	제7관	0	99	16,6	1,999	5	125	1660	1	24,1,1,100,1,32,1,1,40,1,19,4,1,12,1,43,4,1,35,1,32,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-07.tmx	10157	117	24	11157	117	24	12157	117	24	1103	4	2103	4	3103	4	20	0	0.3	5	3515	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,50,4,14,50	
158	제8관	133	99	16,7	1,999	5	125	1670	1	25,1,1,100,1,33,1,1,40,1,25,4,1,12,1,43,4,1,35,1,33,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	16-08.tmx	10158	111	25	11158	111	25	12158	111	25	1103	5	2103	5	3103	5	20	0	0.3	5	3525	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,49,4,14,50	
159	제9관	134	99	16,8	1,999	5	125	1680	1	26,1,1,100,1,34,1,1,40,1,16,4,1,12,1,43,4,1,35,1,34,1,1,80,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	16-09.tmx	10159	118	25	11159	118	25	12159	118	25	1103	5	2103	5	3103	5	20	0	0.3	5	3535	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,49,4,14,50	
160	제10관	135,136	99	16,9	1,999	5	125	1690	1	27,1,1,100,1,35,1,1,40,1,19,4,1,12,1,43,4,1,35,1,49,4,1,60,2,123,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	16-10.tmx	10160	111	25	11160	111	25	12160	111	25	1103	6	2103	6	3103	6	20	0	0.3	5	3545	108,1,1,40,79,1,1,40,81,1,1,40,42,4,10,50,38,4,19,80	
161	제1관	137	99	16,10	1,999	5	135	1700	1	28,1,1,100,1,36,1,1,45,1,25,4,1,12,1,43,4,1,35,1,36,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-01.tmx	10161	121	25	11161	121	25	12161	121	25	1103	6	2103	6	3103	6	20	0	0.3	5	3570	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,47,4,20,80	
162	제2관	0	99	17,1	1,999	5	135	1710	1	29,1,1,100,1,37,1,1,45,1,16,4,1,12,1,43,4,1,35,1,37,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	17-02.tmx	10162	125	25	11162	125	25	12162	125	25	1103	6	2103	6	3103	6	20	0	0.3	5	3595	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,47,4,20,80	
163	제3관	138	99	17,2	1,999	5	135	1720	1	30,1,1,100,1,38,1,1,45,1,19,4,1,12,1,43,4,1,35,1,38,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	17-03.tmx	10163	134	25	11163	134	25	12163	134	25	1103	7	2103	7	3103	7	20	0	0.3	5	3620	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,48,4,20,50	
164	제4관	139	99	17,3	1,999	5	135	1730	1	31,1,1,100,1,39,1,1,45,1,25,4,1,12,1,43,4,1,35,1,39,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-04.tmx	10164	147	25	11164	147	25	12164	147	25	1103	7	2103	7	3103	7	20	0	0.3	5	3645	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,48,4,20,50	
165	제5관	0	99	17,4	1,999	5	135	1740	1	14,1,1,100,1,32,1,1,45,1,16,4,1,12,1,43,4,1,35,1,48,4,1,60,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	17-05.tmx	10165	146	25	11165	146	25	12165	146	25	1103	8	2103	8	3103	8	20	0	0.3	5	3670	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,38,4,20,80	
166	제6관	0	99	17,5	1,999	5	135	1750	1	15,1,1,100,1,33,1,1,45,1,19,4,1,12,1,43,4,1,35,1,33,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	17-06.tmx	10166	154	25	11166	154	25	12166	154	25	1103	9	2103	9	3103	9	20	0	0.3	5	3695	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,50,4,15,50	
167	제7관	140	99	17,6	1,999	5	135	1760	1	16,1,1,100,1,34,1,1,45,1,25,4,1,12,1,43,4,1,35,1,34,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-07.tmx	10167	169	25	11167	169	25	12167	169	25	1103	9	2103	9	3103	9	20	0	0.3	5	3720	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,50,4,15,50	
168	제8관	0	99	17,7	1,999	5	135	1770	1	17,1,1,100,1,35,1,1,45,1,16,4,1,12,1,43,4,1,35,1,35,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	17-08.tmx	10168	176	25	11168	176	25	12168	176	25	1103	10	2103	10	3103	10	20	0	0.3	5	3745	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,49,4,15,50	
169	제9관	142	99	17,8	1,999	5	135	1780	1	18,1,1,100,1,36,1,1,45,1,19,4,1,12,1,43,4,1,35,1,36,1,1,90,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	17-09.tmx	10169	187	25	11169	187	25	12169	187	25	1103	10	2103	10	3103	10	20	0	0.3	5	3770	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,49,4,15,50	
170	제10관	143,144	99	17,9	1,999	5	144	1790	1	19,1,1,100,1,37,1,1,45,1,25,4,1,12,1,43,4,1,35,1,49,4,1,60,2,131,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	17-10.tmx	10170	189	26	11170	189	26	12170	189	26	1103	11	2103	11	3103	11	20	0	0.3	5	3795	81,1,1,40,75,1,1,40,78,1,1,40,42,4,11,50,38,4,21,80	
171	제1관	145	99	17,10	1,999	5	144	1800	1	20,1,1,100,1,38,1,1,45,1,16,4,1,12,1,43,4,1,35,1,38,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-01.tmx	10171	213	26	11171	213	26	12171	213	26	1103	11	2103	11	3103	11	20	0	0.3	5	3820	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,47,4,21,80	
172	제2관	0	99	18,1	1,999	5	144	1810	1	21,1,1,100,1,39,1,1,45,1,19,4,1,12,1,43,4,1,35,1,39,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	18-02.tmx	10172	200	26	11172	200	26	12172	200	26	1103	11	2103	11	3103	11	20	0	0.3	5	3845	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,47,4,21,80	
173	제3관	146	99	18,2	1,999	5	144	1820	1	22,1,1,100,1,32,1,1,45,1,25,4,1,12,1,43,4,1,35,1,32,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	18-03.tmx	10173	222	26	11173	222	26	12173	222	26	1103	11	2103	11	3103	11	20	0	0.3	5	3870	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,48,4,21,50	
174	제4관	147	99	18,3	1,999	5	144	1830	1	23,1,1,100,1,33,1,1,45,1,16,4,1,12,1,43,4,1,35,1,33,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-04.tmx	10174	218	26	11174	218	26	12174	218	26	1103	11	2103	11	3103	11	20	0	0.3	5	3895	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,48,4,21,50	
175	제5관	148	99	18,4	1,999	5	144	1840	1	24,1,1,100,1,34,1,1,45,1,19,4,1,12,1,43,4,1,35,1,48,4,1,60,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	18-05.tmx	10175	216	27	11175	216	27	12175	216	27	1103	11	2103	11	3103	11	20	0	0.3	5	3920	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,38,4,22,80	
176	제6관	149	99	18,5	1,999	5	144	1850	1	25,1,1,100,1,35,1,1,45,1,25,4,1,12,1,43,4,1,35,1,35,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	18-06.tmx	10176	227	27	11176	227	27	12176	227	27	1103	12	2103	12	3103	12	20	0	0.3	5	3945	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,50,4,16,50	
177	제7관	0	99	18,6	1,999	5	144	1860	1	26,1,1,100,1,36,1,1,45,1,16,4,1,12,1,43,4,1,35,1,36,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-07.tmx	10177	237	27	11177	237	27	12177	237	27	1103	12	2103	12	3103	12	20	0	0.3	5	3970	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,50,4,16,50	
178	제8관	150	99	18,7	1,999	5	144	1870	1	27,1,1,100,1,37,1,1,45,1,19,4,1,12,1,43,4,1,35,1,37,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	18-08.tmx	10178	235	27	11178	235	27	12178	235	27	1103	12	2103	12	3103	12	20	0	0.3	5	3995	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,49,4,16,50	
179	제9관	151	99	18,8	1,999	5	144	1880	1	28,1,1,100,1,38,1,1,45,1,25,4,1,12,1,43,4,1,35,1,38,1,1,90,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	18-09.tmx	10179	237	27	11179	237	27	12179	237	27	1103	12	2103	12	3103	12	20	0	0.3	5	4020	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,49,4,16,50	
180	제10관	152	99	18,9	1,999	5	152	1890	1	29,1,1,100,1,39,1,1,45,1,16,4,1,12,1,43,4,1,35,1,49,4,1,60,2,115,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	18-10.tmx	10180	233	28	11180	233	28	12180	233	28	1103	13	2103	13	3103	13	20	0	0.3	5	4045	78,1,1,40,84,1,1,40,85,1,1,40,42,4,12,50,38,4,23,80	
181	제1관	154	99	18,10	1,999	5	152	1900	1	30,1,1,100,1,32,1,1,50,1,19,4,1,12,1,43,4,1,35,1,32,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-01.tmx	10181	245	28	11181	245	28	12181	245	28	1103	13	2103	13	3103	13	20	0	0.3	5	4070	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,47,4,22,80	
182	제2관	0	99	19,1	1,999	5	152	1910	1	31,1,1,100,1,33,1,1,50,1,25,4,1,12,1,43,4,1,35,1,33,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	19-02.tmx	10182	238	28	11182	238	28	12182	238	28	1103	13	2103	13	3103	13	20	0	0.3	5	4095	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,47,4,22,80	
183	제3관	155	99	19,2	1,999	5	152	1920	1	14,1,1,100,1,34,1,1,50,1,16,4,1,12,1,43,4,1,35,1,34,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	19-03.tmx	10183	267	28	11183	267	28	12183	267	28	1103	13	2103	13	3103	13	20	0	0.3	5	4120	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,48,4,22,50	
184	제4관	0	99	19,3	1,999	5	152	1930	1	15,1,1,100,1,35,1,1,50,1,19,4,1,12,1,43,4,1,35,1,35,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-04.tmx	10184	269	28	11184	269	28	12184	269	28	1103	13	2103	13	3103	13	20	0	0.3	5	4145	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,48,4,22,50	
185	제5관	156	99	19,4	1,999	5	152	1940	1	16,1,1,100,1,36,1,1,50,1,25,4,1,12,1,43,4,1,35,1,48,4,1,60,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	19-05.tmx	10185	269	29	11185	269	29	12185	269	29	1103	13	2103	13	3103	13	20	0	0.3	5	4170	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,38,4,24,80	
186	제6관	0	99	19,5	1,999	5	152	1950	1	17,1,1,100,1,37,1,1,50,1,16,4,1,12,1,43,4,1,35,1,37,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	19-06.tmx	10186	279	29	11186	279	29	12186	279	29	1103	14	2103	14	3103	14	20	0	0.3	5	4195	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,50,4,17,50	
187	제7관	0	99	19,6	1,999	5	152	1960	1	18,1,1,100,1,38,1,1,50,1,19,4,1,12,1,43,4,1,35,1,38,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-07.tmx	10187	286	29	11187	286	29	12187	286	29	1103	14	2103	14	3103	14	20	0	0.3	5	4220	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,50,4,17,50	
188	제8관	0	99	19,7	1,999	5	152	1970	1	19,1,1,100,1,39,1,1,50,1,25,4,1,12,1,43,4,1,35,1,39,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	19-08.tmx	10188	283	29	11188	283	29	12188	283	29	1103	14	2103	14	3103	14	20	0	0.3	5	4245	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,49,4,17,50	
189	제9관	0	99	19,8	1,999	5	152	1980	1	20,1,1,100,1,32,1,1,50,1,16,4,1,12,1,43,4,1,35,1,32,1,1,100,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	19-09.tmx	10189	296	29	11189	296	29	12189	296	29	1103	14	2103	14	3103	14	20	0	0.3	5	4270	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,49,4,17,50	
190	제10관	157,158	99	19,9	1,999	5	152	1990	1	21,1,1,100,1,33,1,1,50,1,19,4,1,12,1,43,4,1,35,1,49,4,1,60,2,122,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	19-10.tmx	10190	292	30	11190	292	30	12190	292	30	1103	15	2103	15	3103	15	20	0	0.3	5	4295	85,1,1,40,86,1,1,40,89,1,1,40,42,4,13,50,38,4,25,80	
191	제1관	159	99	19,10	1,999	5	162	2000	1	22,1,1,100,1,34,1,1,50,1,25,4,1,12,1,43,4,1,35,1,32,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,25,4,1,25,2,43,4,1,35,2	20-01.tmx	10191	300	30	11191	300	30	12191	300	30	1103	15	2103	15	3103	15	20	0	0.3	5	4320	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,47,4,23,80	
192	제2관	0	99	20,1	1,999	5	162	2010	1	23,1,1,100,1,35,1,1,50,1,16,4,1,12,1,43,4,1,35,1,33,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,16,4,1,25,2,43,4,1,35,2	20-02.tmx	10192	299	30	11192	299	30	12192	299	30	1103	15	2103	15	3103	15	20	0	0.3	5	4345	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,47,4,23,80	
193	제3관	0	99	20,2	1,999	5	162	2020	1	24,1,1,100,1,36,1,1,50,1,19,4,1,12,1,43,4,1,35,1,34,1,1,100,2,117,5,1,15,2,38,4,1,7,2,4,4,1,30,2,19,4,1,25,2,43,4,1,35,2	20-03.tmx	10193	296	30	11193	296	30	12193	296	30	1103	16	2103	16	3103	16	20	0	0.3	5	4370	86,1,1,40,89,1,1,40,114,1,1,40,42,4,14,50,48,4,23,50	
